analysisId,Eval,predictionThreshold,preferenceThreshold,positiveCount,negativeCount,trueCount,falseCount,truePositiveCount,trueNegativeCount,falsePositiveCount,falseNegativeCount,f1Score,accuracy,sensitivity,falseNegativeRate,falsePositiveRate,specificity,positivePredictiveValue,falseDiscoveryRate,negativePredictiveValue,falseOmissionRate,positiveLikelihoodRatio,negativeLikelihoodRatio,diagnosticOddsRatio
2.02E+13,test,7.47E-05,0.174066497,369572,143722,182,513112,172,143712,369400,10,0.000930348,0.280314985,0.945054945,0.054945055,0.719920797,0.280079203,0.000465403,0.999534597,0.999930421,6.96E-05,1.312720717,0.196176847,6.691517055
2.02E+13,test,7.72E-05,0.178813965,364440,148854,182,513112,171,148843,364269,11,0.000937958,0.290309257,0.93956044,0.06043956,0.709921031,0.290078969,0.000469213,0.999530787,0.999926102,7.39E-05,1.323471765,0.208355541,6.35198738
2.02E+13,test,7.97E-05,0.18356314,359307,153987,182,513112,171,153976,359136,11,0.00095135,0.300309374,0.93956044,0.06043956,0.699917367,0.300082633,0.000475916,0.999524084,0.999928565,7.14E-05,1.342387664,0.201409724,6.664959539
2.02E+13,test,8.24E-05,0.18851443,354174,159120,182,513112,171,159109,354003,11,0.000965131,0.310309491,0.93956044,0.06043956,0.689913703,0.310086297,0.000482814,0.999517186,0.99993087,6.91E-05,1.361852121,0.194912065,6.987007814
2.02E+13,test,8.51E-05,0.193561728,349041,164253,182,513112,171,164242,348870,11,0.000979317,0.320309608,0.93956044,0.06043956,0.679910039,0.320089961,0.000489914,0.999510086,0.99993303,6.70E-05,1.381889346,0.188820544,7.318532822
2.02E+13,test,8.78E-05,0.198493073,343908,169386,182,513112,170,169374,343738,12,0.000988114,0.330305829,0.934065934,0.065934066,0.669908324,0.330091676,0.000494318,0.999505682,0.999929156,7.08E-05,1.394319044,0.19974471,6.980505501
2.02E+13,test,9.05E-05,0.203208632,338775,174519,182,513112,169,174506,338606,13,0.000997177,0.340302049,0.928571429,0.071428571,0.659906609,0.340093391,0.000498856,0.999501144,0.99992551,7.45E-05,1.407125517,0.210026344,6.69975724
2.02E+13,test,9.33E-05,0.208203316,333642,179652,182,513112,167,179637,333475,15,0.001000527,0.350294373,0.917582418,0.082417582,0.649906843,0.350093157,0.000500537,0.999499463,0.999916505,8.35E-05,1.411867605,0.235416148,5.997326936
2.02E+13,test,9.60E-05,0.21301795,328508,184786,182,513112,166,184770,328342,16,0.00101007,0.360292542,0.912087912,0.087912088,0.639903179,0.360096821,0.000505315,0.999494685,0.999913413,8.66E-05,1.425352994,0.244134585,5.838390306
2.02E+13,test,9.89E-05,0.218047129,323374,189920,182,513112,165,189903,323209,17,0.001019916,0.370290711,0.906593407,0.093406593,0.629899515,0.370100485,0.000510245,0.999489755,0.999910489,8.95E-05,1.439266716,0.25238171,5.702737784
2.02E+13,test,0.000101708,0.222863304,318243,195051,182,513112,163,195032,318080,19,0.001023789,0.380279138,0.895604396,0.104395604,0.619903647,0.380096353,0.000512187,0.999487813,0.99990259,9.74E-05,1.444747745,0.274655633,5.260215239
2.02E+13,test,0.000104524,0.227629094,313110,200184,182,513112,163,200165,312947,19,0.001040563,0.390279255,0.895604396,0.104395604,0.609899983,0.390100017,0.000520584,0.999479416,0.999905087,9.49E-05,1.468444697,0.267612407,5.487207099
2.02E+13,test,0.000107365,0.232379028,307976,205318,182,513112,163,205299,307813,19,0.001057899,0.40028132,0.895604396,0.104395604,0.59989437,0.40010563,0.000529262,0.999470738,0.999907461,9.25E-05,1.492936824,0.260920109,5.721815894
2.02E+13,test,0.000110095,0.23688873,302844,210450,182,513112,161,210429,302683,21,0.001062615,0.410271696,0.884615385,0.115384615,0.589896553,0.410103447,0.000531627,0.999468373,0.999900214,9.98E-05,1.499611043,0.281354902,5.32996237
2.02E+13,test,0.00011298,0.241596458,297711,215583,182,513112,161,215562,297550,21,0.001080925,0.420271813,0.884615385,0.115384615,0.579892889,0.420107111,0.000540793,0.999459207,0.99990259,9.74E-05,1.525480656,0.27465523,5.554165686
2.02E+13,test,0.000115802,0.246147248,292578,220716,182,513112,161,220695,292417,21,0.001099877,0.43027193,0.884615385,0.115384615,0.569889225,0.430110775,0.000550281,0.999449719,0.999904855,9.51E-05,1.552258484,0.268267205,5.786240198
2.02E+13,test,0.000118581,0.250574475,287444,225850,182,513112,161,225829,287283,21,0.001119509,0.440273995,0.884615385,0.115384615,0.559883612,0.440116388,0.000560109,0.999439891,0.999907018,9.30E-05,1.579998709,0.262168414,6.026655481
2.02E+13,test,0.000121802,0.255641743,282313,230981,182,513112,158,230957,282155,24,0.001118604,0.450258526,0.868131868,0.131868132,0.549889693,0.450110307,0.000559663,0.999440337,0.999896095,0.000103905,1.578738208,0.292968478,5.388764745
2.02E+13,test,0.000124557,0.259920488,277180,236114,182,513112,157,236089,277023,25,0.001132095,0.460254747,0.862637363,0.137362637,0.539887978,0.460112022,0.000566419,0.999433581,0.999894119,0.000105881,1.597808061,0.298541726,5.352042682
2.02E+13,test,0.000127972,0.265158859,272047,241247,182,513112,156,241221,271891,26,0.001146094,0.470250967,0.857142857,0.142857143,0.529886263,0.470113737,0.00057343,0.99942657,0.999892227,0.000107773,1.617597808,0.303877831,5.323184659
2.02E+13,test,0.000131424,0.270377038,266914,246380,182,513112,156,246354,266758,26,0.001168119,0.480251084,0.857142857,0.142857143,0.519882599,0.480117401,0.000584458,0.999415542,0.999894472,0.000105528,1.648723883,0.297546272,5.541067184
2.02E+13,test,0.000134817,0.27543552,261781,251513,182,513112,155,251486,261626,27,0.001183373,0.490247305,0.851648352,0.148351648,0.509880884,0.490119116,0.000592098,0.999407902,0.99989265,0.00010735,1.670288844,0.302684885,5.518243317
2.02E+13,test,0.000139233,0.281915782,256648,256646,182,513112,154,256618,256494,28,0.001199237,0.500243525,0.846153846,0.153846154,0.499879169,0.500120831,0.000600044,0.999399956,0.9998909,0.0001091,1.692716759,0.307617968,5.502658932
2.02E+13,test,0.000143194,0.287629448,251515,261779,182,513112,153,261750,251362,29,0.001215748,0.510239746,0.840659341,0.159340659,0.489877454,0.510122546,0.000608314,0.999391686,0.99988922,0.00011078,1.716060485,0.31235761,5.493896836
2.02E+13,test,0.000147761,0.294105494,246377,266917,182,513112,150,266885,246227,32,0.001216747,0.520237914,0.824175824,0.175824176,0.479869892,0.520130108,0.000608823,0.999391177,0.999880113,0.000119887,1.717498509,0.338038835,5.080772773
2.02E+13,test,0.000152176,0.300255615,241247,272047,182,513112,150,272015,241097,32,0.001242601,0.530232187,0.824175824,0.175824176,0.469872075,0.530127925,0.000621769,0.999378231,0.999882373,0.000117627,1.754043001,0.331663675,5.28861957
2.02E+13,test,0.000157769,0.307895008,236116,277178,182,513112,149,277145,235967,33,0.001261119,0.540224511,0.818681319,0.181318681,0.459874257,0.540125743,0.000631046,0.999368954,0.999880943,0.000119057,1.780228629,0.335697166,5.303079103
2.02E+13,test,0.000163396,0.315414511,230983,282311,182,513112,149,282278,230834,33,0.001289122,0.550224628,0.818681319,0.181318681,0.449870594,0.550129406,0.000645069,0.999354931,0.999883108,0.000116892,1.819815143,0.329592782,5.52140473
2.02E+13,test,0.000168445,0.32202258,225843,287451,182,513112,149,287418,225694,33,0.001318438,0.560238382,0.818681319,0.181318681,0.439853287,0.560146713,0.00065975,0.99934025,0.999885198,0.000114802,1.861259975,0.323698555,5.749979256
2.02E+13,test,0.000174386,0.329638161,220717,292577,182,513112,149,292544,220568,33,0.001349033,0.570224861,0.818681319,0.181318681,0.429863266,0.570136734,0.000675073,0.999324927,0.999887209,0.000112791,1.904515654,0.31802666,5.98854088
2.02E+13,test,0.000180329,0.337086784,215585,297709,182,513112,147,297674,215438,35,0.001362581,0.580215237,0.807692308,0.192307692,0.419865448,0.580134552,0.000681866,0.999318134,0.999882436,0.000117564,1.923693199,0.331488086,5.803204634
2.02E+13,test,0.000185289,0.343177137,210451,302843,182,513112,146,302807,210305,36,0.001386297,0.590213406,0.802197802,0.197802198,0.409861785,0.590138215,0.000693748,0.999306252,0.999881127,0.000118873,1.957239812,0.335179442,5.83937905
2.02E+13,test,0.000192853,0.352254165,205319,307975,182,513112,144,307937,205175,38,0.001401453,0.600203782,0.791208791,0.208791209,0.399863967,0.600136033,0.000701348,0.999298652,0.999876613,0.000123387,1.978694896,0.34790647,5.687433449
2.02E+13,test,0.000202076,0.362987127,200186,313108,182,513112,143,313069,200043,39,0.001427374,0.610200002,0.785714286,0.214285714,0.389862252,0.610137748,0.000714336,0.999285664,0.999875442,0.000124558,2.01536384,0.351208748,5.738364585
2.02E+13,test,0.000208364,0.370103617,195053,318241,182,513112,143,318202,194910,39,0.001464901,0.620200119,0.785714286,0.214285714,0.379858588,0.620141412,0.000733134,0.999266866,0.999877451,0.000122549,2.068438913,0.345543307,5.986048262
2.02E+13,test,0.000222778,0.38583178,189892,323402,182,513112,139,323359,189753,43,0.001462588,0.6302392,0.763736264,0.236263736,0.369808151,0.630191849,0.000731995,0.999268005,0.999867039,0.000132961,2.065222904,0.374907636,5.508617874
2.02E+13,test,0.000239025,0.402643473,184787,328507,182,513112,139,328464,184648,43,0.001502955,0.640184767,0.763736264,0.236263736,0.359859056,0.640140944,0.000752217,0.999247783,0.999869105,0.000130895,2.122320533,0.369080807,5.750286907
2.02E+13,test,0.000258352,0.421483531,179654,333640,182,513112,138,333596,179516,44,0.001534732,0.650180988,0.758241758,0.241758242,0.349857341,0.650142659,0.000768143,0.999231857,0.999868121,0.000131879,2.167288404,0.371854144,5.828329306
2.02E+13,test,0.000280448,0.441617369,174521,338773,182,513112,138,338729,174383,44,0.001579824,0.660181105,0.758241758,0.241758242,0.339853677,0.660146323,0.000790736,0.999209264,0.99987012,0.00012988,2.23108299,0.366219175,6.092206913
2.02E+13,test,0.000304995,0.462404482,169384,343910,182,513112,137,343865,169247,45,0.00161589,0.670185118,0.752747253,0.247252747,0.329844167,0.670155833,0.000808813,0.999191187,0.999869152,0.000130848,2.282129954,0.368948139,6.18550337
2.02E+13,test,0.00033301,0.484314597,164255,349039,182,513112,137,348994,164118,45,0.001666292,0.680177442,0.752747253,0.247252747,0.319848298,0.680151702,0.000834069,0.999165931,0.999871075,0.000128925,2.353450861,0.363525882,6.473956814
2.02E+13,test,0.000360272,0.503988041,159120,354174,182,513112,137,354129,158983,45,0.001720004,0.690181455,0.752747253,0.247252747,0.309840737,0.690159263,0.000860985,0.999139015,0.999872944,0.000127056,2.42946509,0.358254624,6.78139214
2.02E+13,test,0.000386684,0.521668145,153989,359305,182,513112,133,359256,153856,49,0.001725357,0.70016209,0.730769231,0.269230769,0.299848766,0.700151234,0.000863698,0.999136302,0.999863626,0.000136374,2.437126024,0.384532307,6.33789666
2.02E+13,test,0.000409657,0.53605285,148856,364438,182,513112,133,364389,148723,49,0.00178478,0.710162207,0.730769231,0.269230769,0.289845102,0.710154898,0.000893481,0.999106519,0.999865546,0.000134454,2.521240572,0.379115556,6.650322123
2.02E+13,test,0.000430759,0.548524892,143721,369573,182,513112,132,369523,143589,50,0.001834569,0.720162324,0.725274725,0.274725275,0.279839489,0.720160511,0.000918446,0.999081554,0.999864709,0.000135291,2.591752605,0.381477838,6.793979483
2.02E+13,test,0.000449824,0.559230333,138445,374849,182,513112,129,374796,138316,53,0.001861109,0.730429345,0.708791209,0.291208791,0.26956298,0.73043702,0.000931778,0.999068222,0.99985861,0.00014139,2.629408562,0.398677481,6.595327516
2.02E+13,test,0.000469588,0.569805536,133355,379939,182,513112,128,379885,133227,54,0.001917072,0.740341792,0.703296703,0.296703297,0.259645068,0.740354932,0.000959844,0.999040156,0.999857872,0.000142128,2.708685011,0.400758182,6.758901335
2.02E+13,test,0.000489613,0.580015347,128167,385127,182,513112,125,385070,128042,57,0.001947814,0.750437371,0.686813187,0.313186813,0.249540061,0.750459939,0.00097529,0.99902471,0.999851997,0.000148003,2.752316333,0.417326492,6.595115309
2.02E+13,test,0.000509772,0.589816297,123192,390102,182,513112,122,390042,123070,60,0.001977726,0.760117983,0.67032967,0.32967033,0.239850169,0.760149831,0.000990324,0.999009676,0.999846194,0.000153806,2.794785064,0.433691249,6.44418136
2.02E+13,test,0.000524673,0.596771865,118044,395250,182,513112,118,395186,117926,64,0.001996177,0.770131737,0.648351648,0.351648352,0.229825067,0.770174933,0.000999627,0.999000373,0.999838077,0.000161923,2.821065846,0.456582442,6.178656
2.02E+13,test,0.000551178,0.60857868,112312,400982,182,513112,116,400916,112196,66,0.002062332,0.781291034,0.637362637,0.362637363,0.218657915,0.781342085,0.001032837,0.998967163,0.999835404,0.000164596,2.914884823,0.464121119,6.280439966
2.02E+13,test,0.000573362,0.617942004,107793,405501,182,513112,114,405433,107679,68,0.0021116,0.790087163,0.626373626,0.373626374,0.209854769,0.790145231,0.001057583,0.998942417,0.999832306,0.000167694,2.984795774,0.472857848,6.312247513
2.02E+13,test,0.000589659,0.624540874,102557,410737,182,513112,114,410669,102443,68,0.002219216,0.800287944,0.626373626,0.373626374,0.199650369,0.800349631,0.001111577,0.998888423,0.999834444,0.000165556,3.137352715,0.466828945,6.720561678
2.02E+13,test,0.000608175,0.631766455,97527,415767,182,513112,112,415697,97415,70,0.002292522,0.810079604,0.615384615,0.384615385,0.189851338,0.810148662,0.0011484,0.9988516,0.999831636,0.000168364,3.241402564,0.474746677,6.827646666
2.02E+13,test,0.000627631,0.639066067,92394,420900,182,513112,110,420828,92284,72,0.002376426,0.820071928,0.604395604,0.395604396,0.179851572,0.820148428,0.001190553,0.998809447,0.999828938,0.000171062,3.360524439,0.482357074,6.966881222
2.02E+13,test,0.000643074,0.64465706,87261,426033,182,513112,108,425959,87153,74,0.002470181,0.830064252,0.593406593,0.406593407,0.169851806,0.830148194,0.001237666,0.998762334,0.999826305,0.000173695,3.493672552,0.489784125,7.133086548
2.02E+13,test,0.000661144,0.650983378,82128,431166,182,513112,104,431088,82024,78,0.002527032,0.840048783,0.571428571,0.428571429,0.159855938,0.840144062,0.001266316,0.998733684,0.999819095,0.000180905,3.574647142,0.510116595,7.007509997
2.02E+13,test,0.000681859,0.65796477,76991,436303,182,513112,101,436222,76890,81,0.002617496,0.850045003,0.554945055,0.445054945,0.149850325,0.850149675,0.001311842,0.998688158,0.999814349,0.000185651,3.703329003,0.523501871,7.074146648
2.02E+13,test,0.00070479,0.665374363,71863,441431,182,513112,100,441349,71763,82,0.002776043,0.860031483,0.549450549,0.450549451,0.139858355,0.860141645,0.001391537,0.998608463,0.999814241,0.000185759,3.928621578,0.523808437,7.500111308
2.02E+13,test,0.000722097,0.670757679,66730,446564,182,513112,96,446478,66634,86,0.00286944,0.870016014,0.527472527,0.472527473,0.129862486,0.870137514,0.001438633,0.998561367,0.999807418,0.000192582,4.061777524,0.543049191,7.47957569
2.02E+13,test,0.000746665,0.678109277,61597,451697,182,513112,94,451609,61503,88,0.003043105,0.880008338,0.516483516,0.483516484,0.11986272,0.88013728,0.001526048,0.998473952,0.999805179,0.000194821,4.308958752,0.549364849,7.843528328
2.02E+13,test,0.000787024,0.689499032,56464,456830,182,513112,88,456736,56376,94,0.003107015,0.889985077,0.483516484,0.516483516,0.109870749,0.890129251,0.001558515,0.998441485,0.999794234,0.000205766,4.400775328,0.580234293,7.58447989
2.02E+13,test,0.000817931,0.697691249,51324,461970,182,513112,86,461874,51238,96,0.003339417,0.899991038,0.472527473,0.527472527,0.099857341,0.900142659,0.001675629,0.998324371,0.999792194,0.000207806,4.732025381,0.585987701,8.075298119
2.02E+13,test,0.000866653,0.709763831,46197,467097,182,513112,80,466995,46117,102,0.003449837,0.909956088,0.43956044,0.56043956,0.089877064,0.910122936,0.001731714,0.998268286,0.99978163,0.00021837,4.89068535,0.61578446,7.942203271
2.02E+13,test,0.000917101,0.721289517,41064,472230,182,513112,75,472123,40989,107,0.003636716,0.919936722,0.412087912,0.587912088,0.079883144,0.920116856,0.001826417,0.998173583,0.999773415,0.000226585,5.158634091,0.63895372,8.073564528
2.02E+13,test,0.000962056,0.73081617,35932,477362,182,513112,69,477249,35863,113,0.003821233,0.929911513,0.379120879,0.620879121,0.069893123,0.930106877,0.001920294,0.998079706,0.999763282,0.000236718,5.424294469,0.667535244,8.125854808
2.02E+13,test,0.001002047,0.738760171,29265,484029,182,513112,69,483916,29196,113,0.004686386,0.94290017,0.379120879,0.620879121,0.056899858,0.943100142,0.002357765,0.997642235,0.999766543,0.000233457,6.662949463,0.658338487,10.12085666
2.02E+13,test,0.001042451,0.746324641,25304,487990,182,513112,68,487876,25236,114,0.005336263,0.950613099,0.373626374,0.626373626,0.049182245,0.950817755,0.002687322,0.997312678,0.999766389,0.000233611,7.596773491,0.65877359,11.53169101
2.02E+13,test,0.001110245,0.758079563,20220,493074,182,513112,66,492958,20154,116,0.006469954,0.960509961,0.362637363,0.637362637,0.039277974,0.960722026,0.003264095,0.996735905,0.999764741,0.000235259,9.232588192,0.663420449,13.91664699
2.02E+13,test,0.001156646,0.765517167,15400,497894,182,513112,64,497776,15336,118,0.008214607,0.969892498,0.351648352,0.648351648,0.029888212,0.970111788,0.004155844,0.995844156,0.999763002,0.000236998,11.76545312,0.668326739,17.60434294
2.02E+13,test,0.001368678,0.794407775,10263,503031,182,513112,60,502909,10203,122,0.011488751,0.979884822,0.32967033,0.67032967,0.019884548,0.980115452,0.005846244,0.994153756,0.99975747,0.00024253,16.57922201,0.683929295,24.24113448
2.02E+13,test,0.001911047,0.843704193,5134,508160,182,513112,48,508026,5086,134,0.018058691,0.98983039,0.263736264,0.736263736,0.009912066,0.990087934,0.009349435,0.990650565,0.999736304,0.000263696,26.60759767,0.743634692,35.78046848
2.02E+13,test,1,0.843704193,5134,508160,182,513112,48,508026,5086,134,0.018058691,0.98983039,0,0.736263736,0.009912066,1,0.009349435,0.990650565,0.999736304,0.000263696,26.60759767,0.743634692,35.78046848
